,street,dir_word,township,postal_code,count_date,year,section,count_direction,one_way,avg_perweekday,latitude,longitude
115,PONT DE BLAGNAC,BLAGNAC (PONT DE BLAGNAC)__TOULOUSE,Toulouse,31555,2017-09-25,2017-01-01,ENTRE RTE DE BLAGNAC ET AV DE PURPAN,VERS AV DE PURPAN,False,5679.0,43.61625314997165,1.4091167004012568
116,RTE DE SEYSSES,SEYSSES (RTE DE SEYSSES)_TOULOUSE,Toulouse,31555,2017-09-25,2017-01-01,ENTRE CHE LESTANG ET CHE VOUET,VERS CHE VOUET,False,6592.0,43.54417016675966,1.383765231112255
117,AV DE TOULOUSE,TOULOUSE (AV DE TOULOUSE),Pibrac,31417,2017-09-25,2017-01-01,ENTRE RN124 ET AV FONVIEILLE,VERS RN 124,False,5360.0,43.61060285692952,1.2845919293870278
118,ALL DE LA FONTAINE,FONTAINE (ALL DE LA FONTAINE),Colomiers,31149,2017-09-28,2017-01-01,ENTRE RUE CAYRE ET CHE DU VALLESPIR,VERS RUE CAYRE,False,814.0,43.607037511977076,1.3498091981403406
119,RUE DES COSMONAUTES,COSMONAUTES (RUE DES COSMONAUTES),Toulouse,31555,2017-11-08,2017-01-01,ENTRE RUE VILLET ET ALL GRIFON,VERS RUE VILLET,False,5475.0,43.56359186316546,1.4958086409402813
120,RTE DE LABEGE,LABEGE (RTE DE LABEGE),Toulouse,31555,2017-11-08,2017-01-01,ENTRE RUE SERVANTY ET RUE NOUADHIBOU,VERS RTE DE REVEL,False,4673.0,43.55913184374531,1.5032800852802097
121,RUE EMMANUEL CHABRIER,CHABRIER (RUE EMMANUEL CHABRIER),Toulouse,31555,2017-11-16,2017-01-01,ENTRE CHE DU SANG DE SERP ET RUE BESSEMER,VERS CHE DU SANG DE SERP,False,189.0,43.6177203650587,1.4248118257189721
122,AV DE FRONTON,FRONTON (AV DE FRONTON),Toulouse,31555,2017-11-27,2017-01-01,ENTRE RUE LABICHE ET RUE TERRAY,VERS BARRIERE DE PARIS,False,3131.0,43.63671831323792,1.4333090789595917
123,RTE DE LEVIGNAC,LEVIGNAC (RTE DE LEVIGNAC),Pibrac,31417,2017-11-29,2017-01-01,ENTRE CHE CRABIE ET AV VERDIER,VERS CHE CRABIE,False,2948.0,43.62964385609222,1.2386495194832448
124,BD FLORENCE ARTHAUD,ARTHAUD (BD FLORENCE ARTHAUD),Toulouse,31555,2017-12-06,2017-01-01,ENTRE RUE BLIXEN ET IMP TOCQUEVILLE,VERS BD NETWILLER,False,5999.0,43.643220235091206,1.4559364237921966
125,RUE MARC SANGNIER,SANGNIER (RUE MARC SANGNIER),Toulouse,31555,2017-12-15,2017-01-01,ENTRE RUE COLL ET RUE CALMETTE,VERS RUE CALMETTE,True,681.0,43.598598180552074,1.4238163309454368
126,CHE SAINT JAMES,JAMES (CHE SAINT JAMES),Cornebarrieu,31150,2018-01-10,2018-01-01,COTE RTE DE MONDONVILLE,VERS RTE DE MONDONVILLE,False,127.0,43.65501247607185,1.3267047729433445
127,RUE JOSEPH KESSEL,KESSEL (RUE JOSEPH KESSEL),Blagnac,31069,2018-01-10,2018-01-01,ENTRE ALL MURIERS ET RUE PAGNOL,VERS ALL DES MURIERS,False,125.0,43.638086486303536,1.3914600486827453
128,RUE TINO ROSSI,ROSSI (RUE TINO ROSSI),Toulouse,31555,2017-01-16,2017-01-01,ENTRE RUE SIGNORETE ET PL THILL,VERS RTE SAINT SIMON,True,275.0,43.56406774000692,1.368543381917811
129,CHE DES BOURDETS,BOURDETS (CHE DES BOURDETS),Tournefeuille,31557,2017-01-13,2017-01-01,ENTRE CHE PAHIN ET CHE ARMAGNAC,VERS CHE ARMAGNAC,False,223.0,43.5858970821489,1.318634822004469
130,RUE SIMONE SIGNORET,SIGNORET (RUE SIMONE SIGNORET),Toulouse,31555,2017-01-16,2017-01-01,ENTRE RUE PEDRICO ET IMP DEOUME,VERS RUE PEDRICO,False,95.0,43.564403794524296,1.3656764964518862
131,CHE DES BOURDETTES,BOURDETTES (CHE DES BOURDETTES),Cugnaux,31157,2016-10-06,2016-01-01,ENTRE RUE DES TROUBADOURS ET RTE DE TOULOUS,VERS RTE DE TOULOUSE,False,608.0,43.552280033702495,1.3529307707951455
132,RUE ARISTIDE BERGES,BERGES (RUE ARISTIDE BERGES),Cugnaux,31157,2016-10-06,2016-01-01,ENTRE RUE PLANTE ET RUE SABATIER,VERS RTE DE TOULOUSE,False,1958.0,43.554049570510585,1.3682567804662513
133,BD DU GENERAL DE GAULLE,GAULLE (BD DU GENERAL DE GAULLE),Colomiers,31149,2016-11-25,2016-01-01,ENTRE GIR DU LANGUEDOC ET RPT GASCOGNE,VERS BD DE GASCOGNE,False,6071.0,43.609445046394335,1.3274892847241981
134,CHE DU CHEVREFEUILLE,CHEVREFEUILLE (CHE DU CHEVREFEUILLE),Toulouse,31555,2016-11-25,2016-01-01,ENTRE RTE DE BAYONNE ET AV BRUNAUD,VERS AV BRUNAUD,False,4138.0,43.611183754407705,1.35523464438879
135,RUE ROSA PARKS,PARKS (RUE ROSA PARKS),Toulouse,31555,2016-11-23,2016-01-01,ENTRE RUE ROQUEMAUREL ET AV DE LOMBEZ,VERS AV DE LOMBEZ,False,222.0,43.595464278632825,1.414443561587675
136,RUE PAGES,PAGES (RUE PAGES),Toulouse,31555,2017-03-13,2017-01-01,ENTRE RTE DE LAUNAGUET ET AV DE FRONTON,VERS AV DE FRONTON,True,481.0,43.62789943729266,1.4356205136384215
137,RTE DE SEYSSES,SEYSSES (RTE DE SEYSSES),Toulouse,31555,2017-01-27,2017-01-01,ENTRE RUE CHARPENTIER ET RUE BERNADETTE,VERS RTE D'ESPAGNE,False,4340.0,43.54417016675966,1.383765231112255
138,RUE DES EGLANTINES,EGLANTINES (RUE DES EGLANTINES),Blagnac,31069,2017-01-25,2017-01-01,,VERS CHE D'AUSSONNE,True,309.0,43.639378839139745,1.3865410355176122
139,RUE AUGUSTE BARTHOLDI,BARTHOLDI (RUE AUGUSTE BARTHOLDI),Toulouse,31555,2016-12-08,2016-01-01,ENTRE RUE DES ARTISTES ET RUE NAUDIN,VERS RUE NAUDIN,True,147.0,43.61270013512449,1.410680246928281
140,CHE SAINT PIERRE,PIERRE (CHE SAINT PIERRE),Tournefeuille,31557,2017-01-13,2017-01-01,ENTRE CHE PAHIN ET RUE DE TOURAINE,VERS CHE PAHIN,False,2374.0,43.583770023465036,1.3311976132334336
141,RUE DES VIGNES,VIGNES (RUE DES VIGNES),Toulouse,31555,2016-11-28,2016-01-01,ENTRE RUE ROSTAND ET ROCADE,VERS RUE ROSTAND,False,1363.0,43.64838220987892,1.4522716857700777
142,CHE LASSERRE,LASSERRE (CHE LASSERRE),Flourens,31184,2017-02-21,2017-01-01,ENTRE IMP EN BATUT ET RTE DE CASTRES,VERS RTE DE CASTRES,False,1221.0,43.59483097171222,1.5702290833279
143,AV DES HERBETTES,HERBETTES (AV DES HERBETTES),Toulouse,31555,2016-11-12,2016-01-01,ENTRE CHE DE LA BUTTE ET AV DE LESPINET,VERS AV DE LESPINET,False,3321.0,43.578369769453026,1.4717964659266063
144,AV EDOUARD BELIN,BELIN (AV EDOUARD BELIN),Toulouse,31555,2016-11-12,2016-01-01,ENTRE AV ROCHE ET AV DE LESPINET,VERS ROCADE,False,6688.0,43.56738503722818,1.4757101198079567
145,RUE DE LONGCHAMP,LONGCHAMP (RUE DE LONGCHAMP),Toulouse,31555,2018-10-15,2018-01-01,ENTRE RUE VALLAURIS ET RUE LAVANDOU,VERS RTE DE SAINT SIMON,False,345.0,43.58679255225289,1.4096678244729546
146,RUE DU PIC DE JER,JER (RUE DU PIC DE JER),L'union,31561,2018-11-12,2018-01-01,ENTRE MONT PERDU ET ALL RONCEVAUX,VERS RUE DU MONT LOUIS,False,462.0,43.65144533551237,1.4775173571976803
147,CHE DE L ARMEE,ARMEE (CHE DE L ARMEE),L'union,31561,2019-01-08,2019-01-01,ENTRE RTE DE LAVAUR ET CHE DE MONTBERON,VERS CHE DE MONTBERON,False,498.0,43.63591654379975,1.493389135344047
148,RUE JOSEPH HUBERT,HUBERT (RUE JOSEPH HUBERT),Balma,31044,2018-12-04,2018-01-01,ENTRE RUE LUAN ET RUE VIDAILHAN,VERS RUE DE LUAN,False,412.0,43.62490466531454,1.4923624479756459
149,RUE DE LA VOIE ROMAINE,ROMAINE (RUE DE LA VOIE ROMAINE),Gagnac-Sur-Garonne,31205,2018-03-15,2018-01-01,ENTRE RUE BEAUTE ET RUE NOVITAL,VERS RD 63,False,880.0,43.70273872357708,1.3782269594637158
150,ALL DE FERRAT,FERRAT (ALL DE FERRAT),Seilh,31541,2018-03-07,2018-01-01,ENTRE PL DU BOURG ET RTE DE GRENADE,VERS PL DU BOURG,False,397.0,43.695329519188114,1.3518326414551516
151,RUE PIERRE ET MARIE CURIE,CURIE (RUE PIERRE ET MARIE CURIE),Aucamville,31022,2018-05-11,2018-01-01,ENTRE RUE DES PEUPLIERS ET RUE EFFEIL,VERS RUE EFFEIL,False,1303.0,43.661973027883285,1.4184359142236724
152,BD DE L EUROPE,EUROPE (BD DE L EUROPE),Colomiers,31149,2018-04-05,2018-01-01,ENTRE BD SEVERAC ET AV SAINT GRANIER,VERS AV SAINT GRANIER,False,5714.0,43.597933331226635,1.3616943104415116
153,RUE DE LA GRAVETTE,GRAVETTE (RUE DE LA GRAVETTE),Toulouse,31555,2018-05-14,2018-01-01,ENTRE RUE CUGNAUX ET AV BILLIERES,VERS AV BILLIERES,True,1857.0,43.594698984854524,1.4235414315723194
154,RUE PIERRE ET MARIE CURIE,CURIE (RUE PIERRE ET MARIE CURIE),Aucamville,31022,2018-05-11,2018-01-01,ENTRE RUE DES PEUPLIERS ET RUE EFFEIL,VERS AV DES ETATS UNIS,False,1918.0,43.661973027883285,1.4184359142236724
155,RUE ALAIN FOURNIER,FOURNIER (RUE ALAIN FOURNIER),Toulouse,31555,2018-05-12,2018-01-01,ENTRE VOIE SORTIE ROCADE ET RUE CLOS,VERS RTE DE BAYONNE,False,2628.0,43.60793251491183,1.3719560359904701
156,RUE SARAH BERNHARDT,BERNHARDT (RUE SARAH BERNHARDT),Toulouse,31555,2018-05-14,2018-01-01,ENTRE PL MICHAUD ET IMP MARVINGT,VERS RUE MEITNER,False,2254.0,43.65267233326073,1.4352694293156518
157,RUE MIRABEAU,MIRABEAU (RUE MIRABEAU),Tournefeuille,31557,2018-05-15,2018-01-01,ENTRE RUE DU 14 JUILLET,VERS AV LECLERC,False,94.0,43.575478206465036,1.3288713706394617
158,RUE DU PONT MONTAUDRAN,MONTAUDRAN (RUE DU PONT MONTAUDRAN)_TOULOUSE,Toulouse,31555,2018-03-19,2018-01-01,ENTRE PL DUPUY ET PORT ST SAUVEUR,VERS PORT ST SAUVEUR,True,7809.0,43.59874788534348,1.455924452540474
159,RUE ESCOUS. MONTGAILLARD,MONTGAILLARD (RUE ESCOUS. MONTGAILLARD),Toulouse,31555,2018-03-19,2018-01-01,ENTRE RUE ESPINASSE ET RUE VELANE,VERS PL MONTOULIEU,True,553.0,31.664435000000026,-82.02624999999995
160,RUE DU BEARNAIS,BEARNAIS (RUE DU BEARNAIS),Toulouse,31555,2018-03-19,2018-01-01,ENTRE BD LASCROSSES ET BD MARQUETTE,VERS BD DE LA MARQUETTE,True,7588.0,43.609110755603446,1.4275593779996136
161,RUE SAINT HONEST,HONEST (RUE SAINT HONEST),Toulouse,31555,2018-03-19,2018-01-01,ENTRE IMP RUDE ET RUE DES CHALETS,VERS RUE DES CHALETS,True,122.0,43.61447019935642,1.4416948756201067
162,BD DE L EMBOUCHURE,EMBOUCHURE (BD DE L EMBOUCHURE),Toulouse,31555,2018-06-15,2018-01-01,ENTRE RUE GARROS ET RUE MONTMORENCY,VERS RUE MONTMORENCY,True,17128.0,43.61525940701316,1.4337134977411392
163,RUE DE LA SAINTE FAMILLE,FAMILLE (RUE DE LA SAINTE FAMILLE),Toulouse,31555,2018-09-18,2018-01-01,ENTRE AV DES MINIMES ET RUE BOURBAKI,VERS RUE BOURBAKI,True,2637.0,43.6176217066628,1.4338852729072002
164,RUE GUTENBERG,GUTENBERG (RUE GUTENBERG),Toulouse,31555,2018-09-18,2018-01-01,ENTRE RUE JAMES ET BD DES MINIMES,VERS RUE JAMMES,True,318.0,43.616785061832886,1.4378000709404262
165,BD DES RECOLLETS,RECOLLETS (BD DES RECOLLETS),Toulouse,31555,2018-08-31,2018-01-01,ENTRE BELVEDERE ET PT GARIGLIANO,VERS PONT GARIGLIANO,False,6114.0,43.58403620264763,1.4451996306572952
166,RUE SALVY,SALVY (RUE SALVY),Toulouse,31555,2018-09-18,2018-01-01,ENTRE RUE DOUAUMONT ET RUE NEGRENEYS,VERS RUE NEGRENEYS,False,420.0,43.617516706825356,1.4419032848506006
167,BD DES FONTANELLES,FONTANELLES (BD DES FONTANELLES),L'union,31561,2018-09-18,2018-01-01,ENTRE RUE DES TAMARIS ET RUE DES BLEUETS,VERS RTE DE BESSIERES,False,3415.0,43.65861002526182,1.4773599756390152
168,ALL DE CARPENTRAS,CARPENTRAS (ALL DE CARPENTRAS),Colomiers,31149,2018-11-15,2018-01-01,ENTRE AV DES MAROTS ET ALL AVIGNON,VERS ALL D'AVIGNON,True,113.0,43.599834484501834,1.3251960600646877
169,RUE DE GASCOGNE,GASCOGNE (RUE DE GASCOGNE),Toulouse,31555,2018-10-15,2018-01-01,ENTRE RUE DE CUGNAUX ET AV BILLIERES,VERS AV BILLIERES,True,1050.0,43.59587523970248,1.4276304036151344
170,AV DU PARC,PARC (AV DU PARC),Quint-Fonsegrives,31445,2018-11-15,2018-01-01,ENTRE RUE DES SOURCES ET RUE DE L'OCCITANIE,VERS AV DE CERDAGNE,False,479.0,43.587037342741894,1.5296805501261541
171,RUE UNIVERSITE DU MIRAIL,MIRAIL (RUE UNIVERSITE DU MIRAIL),Toulouse,31555,2018-11-08,2018-01-01,,VERS UNIVERSITE,False,1316.0,43.57558658089018,1.4021229929304284
172,CHE DE MOULIS,MOULIS (CHE DE MOULIS),Toulouse,31555,2018-11-22,2018-01-01,ENTRE CHE CROIX BENITE ET RTE DE FRONTON,VERS AV DE FRONTON,False,3323.0,43.66527240342014,1.4370576509466333
173,RUE EMILE BROUARDEL,BROUARDEL (RUE EMILE BROUARDEL)_TOULOUSE,Toulouse,31555,2014-05-14,2014-01-01,ENTRE LASCROSSES ET FRANKLIN,VERS MARQUETTE,False,383.0,43.60975087257431,1.4256916876370418
174,RUE JACQUES LABATUT,LABATUT (RUE JACQUES LABATUT)_TOULOUSE,Toulouse,31555,2014-05-14,2014-01-01,ENTRE POTIERS ET ST SAUVEUR,SENS UNIQUE VERS ST SAUVEUR,True,388.0,43.598080742444104,1.4549472417086706
175,RUE DE BOURRASSOL,BOURRASSOL (RUE DE BOURRASSOL),Toulouse,31555,2014-04-03,2014-01-01,ENTRE ROUDIL ET AUTEZAC,SENS UNIQUE VERS BD JEAN BRUNHES,True,1100.0,43.60152122275885,1.4248133732078159
176,AV MAURICE HAURIOU,HAURIOU (AV MAURICE HAURIOU),Toulouse,31555,2014-05-14,2014-01-01,ENTRE MOULIN DU CHATEAU ET GARONNETTE,VERS NOULIN DU CHATEAU,False,5574.0,43.593510860624754,1.4423912384870707
177,RTE DE FONBEAUZARD,FONBEAUZARD (RTE DE FONBEAUZARD),Fonbeauzard,31186,2014-04-18,2014-01-01,ENTRE RTE DE BESSIERES ET RTE DE FONBEAUZAR,LES DEUX SENS,False,4741.0,43.675959917391964,1.4283201300546435
178,RUE MATABIAU,MATABIAU (RUE MATABIAU)_TOULOUSE,Toulouse,31555,2014-05-14,2014-01-01,ENTRE VOLTA ET BONREPOS,VERS BONREPOS,False,3539.0,43.61188725098548,1.4481080407937628
179,CHE DE LASBADORQUES,LASBADORQUES (CHE DE LASBADORQUES),Cornebarrieu,31150,2014-06-10,2014-01-01,ENTRE CHE DE CORDELLE,VERS DEUX PROVINCES,False,320.0,43.65452061863679,1.3049689904623614
180,CHE DE BOUDOU,BOUDOU (CHE DE BOUDOU),Launaguet,31282,2017-06-20,2017-01-01,ENTRE RUE CARNOT ET AV CONDORCET,VERS AV CONDARCET,False,5679.0,43.663622158346314,1.444145121626257
181,CHE D EN SIGAL,SIGAL (CHE D EN SIGAL)__COLOMIERS,Colomiers,31149,2017-04-19,2017-01-01,ENTRE ALL DE LA BLANQUETTE (est) ET CHE D'E,VERS AV ALLENDE,False,53.0,43.604407400016086,1.3307790456879105
182,IMP SIMONE DUTEMPS,DUTEMPS (IMP SIMONE DUTEMPS),Toulouse,31555,2017-04-20,2017-01-01,ENTRE RUE EGLANTINE,VERS ALL DE BARCELONE,False,124.0,43.610591006114525,1.423202028821973
183,RUE SAINT BERNARD,BERNARD (RUE SAINT BERNARD),Toulouse,31555,2017-05-15,2017-01-01,ENTRE BERALDI ET BD DE STRASBOURG,VERS BD DE STRASBOURG,True,2407.0,43.60896668302346,1.4439292122814482
184,PL VICTOR HUGO,HUGO (PL VICTOR HUGO),Toulouse,31555,2017-05-15,2017-01-01,NORD,VERS RUE DU REMPART,True,766.0,43.60604615093952,1.446442374410669
185,RUE JEAN HONORE FRAGONARD,FRAGONARD (RUE JEAN HONORE FRAGONARD),Toulouse,31555,2017-09-12,2017-01-01,ENTRE RUE DES CHAMOIS ET RUE DES VIOLETTES,VERS RUE DES CHAMOIS,False,102.0,43.640975045804396,1.4436350909264917
186,RTE DE GAURE,GAURE (RTE DE GAURE),Balma,31044,2017-09-06,2017-01-01,ENTRE AV THEGRA ET RTE CHAPITRE,VERS AV THERGA,False,3404.0,43.63293014123963,1.5045546845352464
187,RUE DE L INVALIDE,INVALIDE (RUE DE L INVALIDE),Toulouse,31555,2017-06-12,2017-01-01,ENTRE RUE DE L'ISERE ET AV DE CASTRES,VERS AV DE CASTRES,False,353.0,43.59445003494362,1.4906001097944568
188,RUE DANIELLE CASANOVA,CASANOVA (RUE DANIELLE CASANOVA),Toulouse,31555,2017-09-19,2017-01-01,ENTRE RUE DE TOUL ET RUE MOLLES,VERS RUE MOLLES,True,1800.0,43.61300991926619,1.4365825399076513
189,RUE SAINTE CLAIRE,CLAIRE (RUE SAINTE CLAIRE),Toulouse,31555,2017-09-20,2017-01-01,ENTRE RUE NAVES ET RUE JULIA,VERS RUE JULIA,False,165.0,43.59345366393931,1.4849581087932169
190,BD PIERRE SEMARD,SEMARD (BD PIERRE SEMARD)__TOULOUSE,Toulouse,31555,2017-04-19,2017-01-01,ENTRE AV DE LYON ET PONT DU 19 MARS,VERS PONT RIQUET,True,15603.0,43.61141752417552,1.4530195955553986
191,RTE DE CASTELGINEST,CASTELGINEST (RTE DE CASTELGINEST),Bruguiþres,31091,2017-03-28,2017-01-01,ENTRE AV DU BRUGUET ET RTE DE BRUGUIERES,VERS RTE DE BRUGUIERES,False,3669.0,43.71996324164822,1.4158374396559101
192,RUE DE CUGNAUX,CUGNAUX (RUE DE CUGNAUX),Toulouse,31555,2017-03-22,2017-01-01,ENTRE PL MALE ET RUE NUNGESSER,VERS ALL CHARLES DE FITTE,False,3605.0,43.59354894163771,1.4252612745276636
193,ALL DES FRERES HIGOUNENG,HIGOUNENG (ALL DES FRERES HIGOUNENG),Tournefeuille,31557,2017-09-14,2017-01-01,ENTRE AV GASCOGNE ET RUE AUVERGNE,VERS AV DE GASCOGNE,False,2262.0,43.58896769315858,1.3390593657152476
194,RTE DE TOURNEFEUILLE,TOURNEFEUILLE (RTE DE TOURNEFEUILLE),Cugnaux,31157,2017-09-14,2017-01-01,ENTRE RUE DE L'OCCITANIE ET CHE DE CASSEBOI,VERS RUE DE L'OCCITANIE,False,3783.0,43.556590103797696,1.3336401468697696
195,RUE FRANKLIN,FRANKLIN (RUE FRANKLIN),Toulouse,31555,2017-09-18,2017-01-01,ENTRE ALL DE BARCELONE ET RUE BROUARDEL,VERS ALL DE BARCELONE,False,148.0,43.609198009256865,1.4254042976127774
196,AV DES ACACIAS,ACACIAS (AV DES ACACIAS),Union,31561,2017-09-12,2017-01-01,ENTRE COUDRIERS ET TAMARINS,VERS RUE DES CEDRES,False,742.0,43.65852982754091,1.4732931592090182
197,RTE D AUCH,AUCH (RTE D AUCH),Colomiers,31149,2017-03-17,2017-01-01,ENTRE RTE D'AUCH ET ESP MITTERRAND,VERS ESP MITTERRAND (Pibrac),True,5038.0,43.60524008200115,1.2893436326241627
198,BD DEODAT DE SEVERAC,SEVERAC (BD DEODAT DE SEVERAC),Toulouse,31555,2017-09-25,2017-01-01,ENTRE RUE VESTREPAIN ET AV DE MURET,VERS AV DE MURET,False,5190.0,43.58735437113909,1.4250768605882331
199,RUE DU CHAIREDON,CHAIREDON (RUE DU CHAIREDON),Toulouse,31555,2016-03-25,2016-01-01,ENTRE RUE DE TEINTURIERS ET RUE DU PONT VIE,VERS PL OLIVIER,True,447.0,43.59749737709144,1.435008590119072
200,RUE ACHILLE VIADIEU,VIADIEU (RUE ACHILLE VIADIEU),Toulouse,31555,2016-03-24,2016-01-01,ENTRE FOURCADE ET RECOLLETS,VERS RECOLLETS,True,3159.0,43.58936762669765,1.4422145783940394
201,RUE MAURIES,MAURIES (RUE MAURIES),Toulouse,31555,2016-03-21,2016-01-01,ENTRE AV DE L'HERS ET AV DE LA JUNCASSE,VERS AV DE LA JUNCASSE,False,70.0,43.612514972521524,1.478295844260521
202,RUE DOMINIQUE INGRES,INGRES (RUE DOMINIQUE INGRES),Toulouse,31555,2016-04-08,2016-01-01,ENTRE PRINTEMPS ET CHALETS,VERS RUE DU PRINTEMPS,True,2091.0,43.61402302285981,1.442352164721883
203,RUE DE L ETOILE,ETOILE (RUE DE L ETOILE),Toulouse,31555,2016-03-14,2016-01-01,ENTRE CANAL ET RIQUET,VERS RUE RIQUET,True,1832.0,43.60140800094969,1.4540423882042117
204,PL DU PARLEMENT,PARLEMENT (PL DU PARLEMENT),Toulouse,31555,2016-03-14,2016-01-01,ENTRE RENFORTS ET SALIN,VERS PL DU SALIN,False,5423.0,43.593850877227574,1.4441011561794699
205,RUE DE BORNIER,BORNIER (RUE DE BORNIER),Toulouse,31555,2016-06-11,2016-01-01,ENTRE RUE BERTHELOT ET AV DU CIMETIERE,VERS AV DU CIMETIERE,True,1096.0,43.607704881174904,1.4593826228568036
206,AV DES PYRENEES,PYRENEES (AV DES PYRENEES),L'union,31561,2016-06-16,2016-01-01,ENTRE RUE SAINT TROPEZ ET RUE CABANIS,VERS AV DANCELLE,False,6539.0,43.65217855026054,1.4965995368412737
207,AV DE LAVAUR,LAVAUR (AV DE LAVAUR),Toulouse,31555,2016-06-10,2016-01-01,ENTRE RUE DES PAQUERETTES ET AV CAMPARDON,VERS AV CAMPARDON,False,3495.0,43.622489505308714,1.4632481913630249
208,AV D ANDROMEDE,ANDROMEDE (AV D ANDROMEDE),Blagnac,31069,2016-07-01,2016-01-01,ENTRE RUE PETIT ET RUE FISHL,VERS RD902,False,2814.0,43.655401631641375,1.367484383734648
209,CHE DE CAZALBARBIER,CAZALBARBIER (CHE DE CAZALBARBIER)_LAUNAGUET,Launaguet,31282,2016-03-13,2016-01-01,ENTRE SIGNORET ET COMBES,VERS CHE DES COMBES,False,1335.0,43.67774627016765,1.4595820056085589
210,AV DE FRONTON,FRONTON (AV DE FRONTON),Toulouse,31555,2016-03-13,2016-01-01,ENTRE BARRIERE DE PARIS ET RUE PAGES,VERS BARRIERE DE PARIS,False,3483.0,43.63671831323792,1.4333090789595917
211,CHE DE LA SALVETAT,SALVETAT (CHE DE LA SALVETAT),Colomiers,31149,2016-09-12,2016-01-01,ENTRE RPT JUPITER ET CHE DE LA NASQUE,VERS N124,False,9301.0,43.60165006998047,1.300048266036366
212,AV DU PARC,PARC (AV DU PARC),Blagnac,31069,2016-09-12,2016-01-01,ENTRE RUE DE NAVARRE ET AV DE GONIN,VERS A621,False,5693.0,43.630451716732296,1.3883355549137393
213,CHE DE TOURNEFEUILLE,TOURNEFEUILLE (CHE DE TOURNEFEUILLE),Toulouse,31555,2016-01-13,2016-01-01,ENTRE PETIT CHE TOURNEFEUILLE ET CHE DU TOU,VERS CHE DU TOUCH,False,1625.0,43.59195004850251,1.3622300891961032
214,RUE SAINT ROCH,ROCH (RUE SAINT ROCH),Toulouse,31555,2016-09-21,2016-01-01,ENTRE  RUE DANTON ET RUE DES MIRACLES,VERS RUEDES MIRACLES,False,1266.0,43.57921287393486,1.446398833230097
215,RUE GEORGES PICOT,PICOT (RUE GEORGES PICOT),Toulouse,31555,2017-12-04,2017-01-01,ENTRE RUE STE PHILOMENE ET RUE LEO LAGRANGE,VERS ALL DES DEMOISELLES,True,1396.0,43.58847046400914,1.4543054224466487
216,AV DU BICENTENAIRE,BICENTENAIRE (AV DU BICENTENAIRE),Balma,31044,2017-12-01,2017-01-01,ENTRE RUE ETATS GENERAUX ET RUE REPUBLIQUE,VERS AV DES ARENES,False,648.0,43.4144046106846,1.393466351299075
217,CHE DE BOUDOU,BOUDOU (CHE DE BOUDOU),Toulouse,31555,2017-12-07,2017-01-01,ENTRE RUE FINIISTERE ET RUE DES SABLES,VERS RUE DES SABLES,False,3266.0,43.651026561207665,1.4446417133745029
218,RUE DE FENOUILLET,FENOUILLET (RUE DE FENOUILLET),Toulouse,31555,2017-11-27,2017-01-01,ENTRE BD SILVIO TRENTIN ET RUE BRIEUX,VERS BRIEUX,True,3255.0,43.62847987879491,1.4267936977032165
219,RUE ARRIA LY,LY (RUE ARRIA LY),Toulouse,31555,2017-11-22,2017-01-01,ENTRE CHE NIBOUL ET RUE STE NATHALIE,VERS RUE STE NATHALIE,True,756.0,43.63978619292015,1.450129398325057
220,RUE EMILE BARRIERE,BARRIERE (RUE EMILE BARRIERE),Toulouse,31555,2017-11-27,2017-01-01,ENTRE RUE FENOUILLET ET RUE TALLIEN,VERS RUE DE FENOUILLET,False,1375.0,43.6267355800623,1.4278355069723152
221,CHE DES IZARDS,IZARDS (CHE DES IZARDS),Toulouse,31555,2017-12-14,2017-01-01,ENTRE RUE BORDELONGUE ET RTE LAUNAGUET,VERS RUE BORDELONGUE,False,717.0,43.65604891780548,1.4410583008212505
222,RUE EDMOND ROSTAND,ROSTAND (RUE EDMOND ROSTAND),Toulouse,31555,2017-12-07,2017-01-01,ENTRE RUE CHOPIN ET RUE RIGAL,VERS CHE VIRBENT,False,752.0,43.6410194365786,1.4488601875970606
223,CHE DE LESTANG,LESTANG (CHE DE LESTANG),Toulouse,31555,2017-10-05,2017-01-01,ENTRE RUE DELDI ET CHE MONLONG,VERS RTE DE SEYSSES,False,4513.0,43.552890372551964,1.393555344167955
224,RUE PIERRE DELDI,DELDI (RUE PIERRE DELDI),Toulouse,31555,2017-10-05,2017-01-01,ENTRE CHE LESTANG ET IMP ANDURAN,VERS IMP ANDURAN,False,327.0,43.55466155083501,1.3918764594410031
225,RUE DE CAULET,CAULET (RUE DE CAULET),Toulouse,31555,2017-09-28,2017-01-01,ENTRE GIR ESCOLA ET RUE TERCE,VERS GIR ESCOLA,False,6415.0,43.60628003613836,1.3566686597780566
226,CHE DE PELLEPORT,PELLEPORT (CHE DE PELLEPORT)_TOULOUSE,Toulouse,31555,2017-11-07,2017-01-01,ENTRE BD DES CRETES ET AV ANGLA,VERS BD DES CRETES,False,244.0,43.60861015718307,1.4757634831044288
227,CHE DU PRADEL,PRADEL (CHE DU PRADEL),Saint-Jory,31490,2017-11-07,2017-01-01,ENTRE CHE BELDOU ET CHE TRUGUETTES,VERS CHE TRUGUETTES,False,101.0,43.740153871248886,1.3548765504905342
